ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,bin,target_bin,prediction,longterm_target_estimate
2020-10-29 18:00:00,12.13768,231.19398607513148,13.21497,232.14355,210-240,210-240,14.25122050216704,13.875864637767489
2020-10-29 19:00:00,12.220236,236.80031454662745,13.11816,231.25977,210-240,210-240,14.366772389556473,13.970663607405132
2020-10-29 20:00:00,12.346496,236.8872695315769,14.26489,238.68359,210-240,210-240,13.589187404751332,14.115647835159011
2020-10-29 21:00:00,12.666663,236.7540684367287,14.64465,231.61328,210-240,210-240,13.482282223563086,14.483295270984105
2020-10-29 22:00:00,12.406599,239.8478832621389,14.45105,228.43164,210-240,210-240,13.57119142080638,14.184664048058517
2020-10-29 23:00:00,12.186252,237.3375717185624,14.54041,230.64111,210-240,210-240,13.739291316896798,13.931639815262033
2020-10-30 00:00:00,12.745094,235.13615631701813,13.8479,231.5249,210-240,210-240,13.89852014936522,14.57335750737698
2020-10-30 01:00:00,12.905083,236.25455016759065,13.57983,227.72461,210-240,210-240,14.216545716755897,14.75707271103701
2020-10-30 02:00:00,12.731947,236.5715230083088,13.30432,237.53467,210-240,210-240,14.641826357989679,14.558260820839042
2020-10-30 03:00:00,13.1729555,237.0658242480186,16.25305,238.77197,210-240,210-240,14.54701096967551,15.06467042645758
2020-10-30 04:00:00,13.053029,240.59130828961747,13.75854,231.61328,240-270,210-240,14.349120485478364,14.650884513316043
2020-10-30 05:00:00,12.496393,241.01429340674105,13.42346,237.97656,240-270,210-240,14.462244866050355,14.028967014850576
2020-10-30 06:00:00,12.601298,238.3465800661517,14.13086,239.83252,210-240,210-240,14.044790902912357,14.408236708912726
2020-10-30 07:00:00,12.772871,238.6487169858008,14.32446,236.82764,210-240,210-240,13.957750749551112,14.605253807823042
2020-10-30 08:00:00,12.574967,238.27911242508645,13.93726,234.26465,210-240,210-240,14.044565653441236,14.378000848775017
2020-10-30 09:00:00,12.403203,236.4870427072548,13.58728,235.41357,210-240,210-240,14.067683864188723,14.18076442476173
2020-10-30 10:00:00,12.074817,239.28949778813188,11.88953,231.08301,210-240,210-240,14.17822010143395,13.803679119715117
2020-10-30 11:00:00,11.849049,237.32050906011588,12.79053,239.39063,210-240,210-240,14.11226476210443,13.54442995821078
2020-10-30 12:00:00,11.667274,237.97000074142483,12.60437,236.91602,210-240,210-240,14.023792865420667,13.33569791322455
2020-10-30 13:00:00,11.4752245,236.24787295635525,12.91711,235.23682,210-240,210-240,13.93102247570648,13.115167670487192
2020-10-30 14:00:00,11.524665,234.0537365996125,12.07568,229.93408,210-240,210-240,13.739807697283215,13.17194014563582
2020-10-30 15:00:00,11.779199,235.8885297275968,13.1405,233.38086,210-240,210-240,13.735785249600642,13.464221275265997
2020-10-30 16:00:00,11.618947,238.5956800936485,13.5426,235.41357,210-240,210-240,13.674640631751695,13.280204068977268
2020-10-30 17:00:00,11.122456,239.31616739230697,11.91187,235.41357,210-240,210-240,13.368128025841939,12.710083965842852
2020-10-30 18:00:00,10.691583,238.98823665883532,10.78748,237.53467,210-240,210-240,12.686076923638426,12.215312944418828
2020-10-30 19:00:00,10.48503,238.1515420293663,11.13,233.46924,210-240,210-240,12.116271857242543,11.97812834759286
2020-10-30 20:00:00,10.024129,237.2979160033224,10.28113,233.11572,210-240,210-240,11.023477056067378,11.448876204744842
2020-10-30 21:00:00,9.498967,237.27522708643312,10.66089,240.53955,210-240,240-270,9.512895355671933,10.845833221886592
2020-10-30 22:00:00,8.636317,242.09851318759863,8.94824,245.66553,240-270,240-270,8.95751826848245,9.716186652447526
2020-10-30 23:00:00,7.8918467,237.21888846272785,8.9259,232.93896,210-240,210-240,8.826437486185373,9.000378639254857
2020-10-31 00:00:00,8.051053,227.52541846777325,8.9259,224.45459,210-240,210-240,8.779773342848364,9.183195069312296
2020-10-31 01:00:00,8.811801,223.03577359141127,10.07263,227.81299,210-240,210-240,8.681374483419605,10.056761212946926
2020-10-31 02:00:00,9.003593,219.89672226229612,10.66833,228.43164,210-240,210-240,8.798365720225119,10.276995768699912
2020-10-31 03:00:00,8.936101,215.47720253170604,8.01746,226.04541,210-240,210-240,9.299106596098047,10.199494774722684
2020-10-31 04:00:00,8.881655,206.52307664364432,8.59827,206.69043,180-210,180-210,9.474491693718315,10.062500300559158
2020-10-31 05:00:00,9.246659,197.75368121095195,9.31311,202.89014,180-210,180-210,10.340719951211568,10.483367147854272
2020-10-31 06:00:00,9.662346,191.3918038977936,10.16199,190.16357,180-210,180-210,10.826158760822599,10.962673887373745
2020-10-31 07:00:00,9.696018,183.4766996964437,10.79492,187.42383,180-210,180-210,11.290962068502814,11.001499293347711
2020-10-31 08:00:00,10.063246,177.38933169319392,11.80017,186.36328,150-180,180-210,11.849985139961433,11.442855957435796
2020-10-31 09:00:00,10.451203,177.24925615505617,10.45984,178.49756,150-180,150-180,12.450264089815844,11.861830044480858
